MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
8/19/2003,CO,0,100,100,64.11,36.05,0.03,8/19/2003,8/25/2003,1
8/12/2003,CO,0,100,100,64.77,37.57,0.06,8/12/2003,8/18/2003,1
8/5/2003,CO,0,100,100,61.04,37.86,0.1,8/5/2003,8/11/2003,1
7/29/2003,CO,0,100,100,64.57,36.5,0.85,7/29/2003,8/4/2003,1
7/22/2003,CO,0,100,87.09,63.75,36.55,0.71,7/22/2003,7/28/2003,1
7/15/2003,CO,0,100,76.69,57.56,35.83,0.79,7/15/2003,7/21/2003,1
7/8/2003,CO,22.36,77.64,64.49,54.51,31.31,0.85,7/8/2003,7/14/2003,1
7/1/2003,CO,26.37,73.63,63.85,53.67,31.89,0.72,7/1/2003,7/7/2003,1
6/24/2003,CO,26.13,73.87,64.2,53.83,31.72,0.78,6/24/2003,6/30/2003,1
6/17/2003,CO,11.33,88.67,68.25,57.67,37.75,0.71,6/17/2003,6/23/2003,1
6/10/2003,CO,2.16,97.84,71.55,60.12,37.78,0.77,6/10/2003,6/16/2003,1
6/3/2003,CO,0.69,99.31,78.94,63.58,39.46,0,6/3/2003,6/9/2003,1
5/27/2003,CO,0,100,82.35,65.76,45.07,0,5/27/2003,6/2/2003,1
5/20/2003,CO,0,100,81.84,65.08,44.03,0,5/20/2003,5/26/2003,1
5/13/2003,CO,0,100,100,72.5,52.32,0,5/13/2003,5/19/2003,1
5/6/2003,CO,0,100,100,78.4,53.98,0,5/6/2003,5/12/2003,1
4/29/2003,CO,0,100,99.47,80.51,54.95,0,4/29/2003,5/5/2003,1
4/22/2003,CO,0,100,99.63,81.19,52.17,0,4/22/2003,4/28/2003,1
4/15/2003,CO,0,100,99.7,81.5,54.75,0,4/15/2003,4/21/2003,1
4/8/2003,CO,0,100,99.72,83.73,55.63,0,4/8/2003,4/14/2003,1
4/1/2003,CO,0,100,99.67,84.76,55.72,3.7,4/1/2003,4/7/2003,1
3/25/2003,CO,0,100,99.79,88.86,64.45,3.7,3/25/2003,3/31/2003,1
3/18/2003,CO,0,100,99.75,98.82,69.97,7.27,3/18/2003,3/24/2003,1
3/11/2003,CO,0,100,99.62,98.71,69.34,7.29,3/11/2003,3/17/2003,1
3/4/2003,CO,0.02,99.98,99.14,98.74,74.59,7.45,3/4/2003,3/10/2003,1
2/25/2003,CO,0.04,99.96,99.33,98.75,75.76,7.07,2/25/2003,3/3/2003,1
2/18/2003,CO,0.07,99.93,99.61,99.13,75.59,7.09,2/18/2003,2/24/2003,1
2/11/2003,CO,0,100,99.55,99.22,75.49,7.18,2/11/2003,2/17/2003,1
2/4/2003,CO,0.01,99.99,99.44,98.98,75.04,6.71,2/4/2003,2/10/2003,1
1/28/2003,CO,0,100,99.57,99.16,75.04,6.53,1/28/2003,2/3/2003,1
1/21/2003,CO,0,100,99.78,99.05,72.12,6.37,1/21/2003,1/27/2003,1
1/14/2003,CO,0,100,99.72,99.06,73.12,6.83,1/14/2003,1/20/2003,1
1/7/2003,CO,0,100,99.7,99.3,73.37,6.62,1/7/2003,1/13/2003,1
12/31/2002,CO,0,100,99.66,98.98,72.73,7.05,12/31/2002,1/6/2003,1
12/24/2002,CO,0,100,99.66,99.12,72.65,7.06,12/24/2002,12/30/2002,1
12/17/2002,CO,0,100,99.73,99.18,73.34,6.79,12/17/2002,12/23/2002,1
12/10/2002,CO,0,100,99.7,99.14,72.51,6.62,12/10/2002,12/16/2002,1
12/3/2002,CO,0,100,99.63,99.08,71.92,7.48,12/3/2002,12/9/2002,1
11/26/2002,CO,0,100,99.66,99.09,72.37,7.17,11/26/2002,12/2/2002,1
11/19/2002,CO,0,100,99.7,99.2,72.59,7.44,11/19/2002,11/25/2002,1
11/12/2002,CO,0,100,99.68,99.25,72.08,7.04,11/12/2002,11/18/2002,1
11/5/2002,CO,0,100,99.83,99.24,73.15,7.74,11/5/2002,11/11/2002,1
10/29/2002,CO,0,100,100,99.76,77.26,7.5,10/29/2002,11/4/2002,1
10/22/2002,CO,0,100,100,99.97,75.95,7.44,10/22/2002,10/28/2002,1
10/15/2002,CO,0,100,100,99.96,75.28,7.54,10/15/2002,10/21/2002,1
10/8/2002,CO,0,100,100,99.95,72.65,7.56,10/8/2002,10/14/2002,1
10/1/2002,CO,0,100,100,99.95,80.26,25.14,10/1/2002,10/7/2002,1
9/24/2002,CO,0,100,100,99.79,77.83,27.17,9/24/2002,9/30/2002,1
9/17/2002,CO,0,100,100,99.8,78.29,31.02,9/17/2002,9/23/2002,1
9/10/2002,CO,0,100,100,99.66,80.48,31.16,9/10/2002,9/16/2002,1
9/3/2002,CO,0,100,100,100,82.35,32.82,9/3/2002,9/9/2002,1
8/27/2002,CO,0,100,100,100,100,20.21,8/27/2002,9/2/2002,1
8/20/2002,CO,0,100,100,100,100,19.79,8/20/2002,8/26/2002,1
8/13/2002,CO,0,100,100,100,100,19.99,8/13/2002,8/19/2002,1
8/6/2002,CO,0,100,100,100,100,20.12,8/6/2002,8/12/2002,1
7/30/2002,CO,0,100,100,100,100,19.49,7/30/2002,8/5/2002,1
7/23/2002,CO,0,100,100,100,100,33.61,7/23/2002,7/29/2002,1
7/16/2002,CO,0,100,100,100,73.08,34.37,7/16/2002,7/22/2002,1
7/9/2002,CO,0,100,100,100,71.96,33.44,7/9/2002,7/15/2002,1
7/2/2002,CO,0,100,100,100,65.53,29.44,7/2/2002,7/8/2002,1
6/25/2002,CO,0,100,100,100,60.08,13.81,6/25/2002,7/1/2002,1
6/18/2002,CO,0,100,100,100,61.67,13.34,6/18/2002,6/24/2002,1
6/11/2002,CO,0,100,100,100,68.13,9.26,6/11/2002,6/17/2002,1
6/4/2002,CO,0,100,100,100,70.42,9.03,6/4/2002,6/10/2002,1
5/28/2002,CO,0,100,100,100,78.03,9.16,5/28/2002,6/3/2002,1
5/21/2002,CO,0,100,100,100,76.81,0,5/21/2002,5/27/2002,1
5/14/2002,CO,0,100,100,100,76.44,0,5/14/2002,5/20/2002,1
5/7/2002,CO,0,100,100,100,58.57,0,5/7/2002,5/13/2002,1
4/30/2002,CO,0,100,100,100,58.53,0,4/30/2002,5/6/2002,1
4/23/2002,CO,0,100,100,100,46.08,0,4/23/2002,4/29/2002,1
4/16/2002,CO,0,100,100,69.49,0,0,4/16/2002,4/22/2002,1
4/9/2002,CO,0,100,100,52.6,0,0,4/9/2002,4/15/2002,1
4/2/2002,CO,0,100,100,47.92,0,0,4/2/2002,4/8/2002,1
3/26/2002,CO,0,100,86.78,39.6,0,0,3/26/2002,4/1/2002,1
3/19/2002,CO,0,100,79.55,35.51,0,0,3/19/2002,3/25/2002,1
3/12/2002,CO,0,100,77.87,35.76,0,0,3/12/2002,3/18/2002,1
3/5/2002,CO,0,100,76.02,0.21,0,0,3/5/2002,3/11/2002,1
2/26/2002,CO,0,100,77.17,0,0,0,2/26/2002,3/4/2002,1
2/19/2002,CO,0,100,77,0,0,0,2/19/2002,2/25/2002,1
2/12/2002,CO,0,100,53,0,0,0,2/12/2002,2/18/2002,1
2/5/2002,CO,0.56,99.44,44.58,0,0,0,2/5/2002,2/11/2002,1
1/29/2002,CO,1.21,98.79,20.07,0,0,0,1/29/2002,2/4/2002,1
1/22/2002,CO,1.32,98.68,13.88,0,0,0,1/22/2002,1/28/2002,1
1/15/2002,CO,1.37,98.63,14.54,0,0,0,1/15/2002,1/21/2002,1
1/8/2002,CO,1.48,98.52,14,0,0,0,1/8/2002,1/14/2002,1
1/1/2002,CO,44.16,55.84,14.73,0,0,0,1/1/2002,1/7/2002,1
12/25/2001,CO,47.13,52.87,11.19,0,0,0,12/25/2001,12/31/2001,1
12/18/2001,CO,47.13,52.87,9.31,0,0,0,12/18/2001,12/24/2001,1
12/11/2001,CO,46.83,53.17,3.97,0,0,0,12/11/2001,12/17/2001,1
12/4/2001,CO,46.43,53.57,3.88,0,0,0,12/4/2001,12/10/2001,1
11/27/2001,CO,47.91,52.09,4.45,0,0,0,11/27/2001,12/3/2001,1
11/20/2001,CO,47.17,52.83,4.45,0,0,0,11/20/2001,11/26/2001,1
11/13/2001,CO,47.1,52.9,4.64,0,0,0,11/13/2001,11/19/2001,1
11/6/2001,CO,47.55,52.45,3.42,0,0,0,11/6/2001,11/12/2001,1
10/30/2001,CO,52.7,47.3,2.48,0,0,0,10/30/2001,11/5/2001,1
10/23/2001,CO,64.25,35.75,0,0,0,0,10/23/2001,10/29/2001,1
10/16/2001,CO,64.74,35.26,0,0,0,0,10/16/2001,10/22/2001,1
10/9/2001,CO,62.65,37.35,0,0,0,0,10/9/2001,10/15/2001,1
10/2/2001,CO,62.65,37.35,0,0,0,0,10/2/2001,10/8/2001,1
9/25/2001,CO,62.4,37.6,0,0,0,0,9/25/2001,10/1/2001,1
9/18/2001,CO,59.71,40.29,0,0,0,0,9/18/2001,9/24/2001,1
9/11/2001,CO,60.74,39.26,0,0,0,0,9/11/2001,9/17/2001,1
9/4/2001,CO,92.33,7.67,0,0,0,0,9/4/2001,9/10/2001,1
8/28/2001,CO,93.7,6.3,0,0,0,0,8/28/2001,9/3/2001,1
8/21/2001,CO,93.97,6.03,0,0,0,0,8/21/2001,8/27/2001,1
8/14/2001,CO,93.53,6.47,0,0,0,0,8/14/2001,8/20/2001,1
8/7/2001,CO,94.59,5.41,0,0,0,0,8/7/2001,8/13/2001,1
7/31/2001,CO,95.35,4.65,0,0,0,0,7/31/2001,8/6/2001,1
7/24/2001,CO,95.35,4.65,0,0,0,0,7/24/2001,7/30/2001,1
7/17/2001,CO,93.49,6.51,0,0,0,0,7/17/2001,7/23/2001,1
7/10/2001,CO,85.16,14.84,0.34,0,0,0,7/10/2001,7/16/2001,1
7/3/2001,CO,59.4,40.6,1.51,0,0,0,7/3/2001,7/9/2001,1
6/26/2001,CO,64.81,35.19,0,0,0,0,6/26/2001,7/2/2001,1
6/19/2001,CO,75.01,24.99,0,0,0,0,6/19/2001,6/25/2001,1
6/12/2001,CO,81.64,18.36,0,0,0,0,6/12/2001,6/18/2001,1
6/5/2001,CO,99.87,0.13,0,0,0,0,6/5/2001,6/11/2001,1
5/29/2001,CO,99.87,0.13,0,0,0,0,5/29/2001,6/4/2001,1
5/22/2001,CO,99.87,0.13,0,0,0,0,5/22/2001,5/28/2001,1
5/15/2001,CO,99.87,0.13,0,0,0,0,5/15/2001,5/21/2001,1
5/8/2001,CO,99.87,0.13,0,0,0,0,5/8/2001,5/14/2001,1
5/1/2001,CO,99.74,0.26,0,0,0,0,5/1/2001,5/7/2001,1
4/24/2001,CO,99.74,0.26,0,0,0,0,4/24/2001,4/30/2001,1
4/17/2001,CO,97.14,2.86,0,0,0,0,4/17/2001,4/23/2001,1
4/10/2001,CO,97.28,2.72,0,0,0,0,4/10/2001,4/16/2001,1
4/3/2001,CO,97.28,2.72,0,0,0,0,4/3/2001,4/9/2001,1
3/27/2001,CO,97.6,2.4,0,0,0,0,3/27/2001,4/2/2001,1
3/20/2001,CO,97.6,2.4,0,0,0,0,3/20/2001,3/26/2001,1
3/13/2001,CO,97.57,2.43,0,0,0,0,3/13/2001,3/19/2001,1
3/6/2001,CO,99.4,0.6,0,0,0,0,3/6/2001,3/12/2001,1
2/27/2001,CO,99.4,0.6,0,0,0,0,2/27/2001,3/5/2001,1
2/20/2001,CO,99.4,0.6,0,0,0,0,2/20/2001,2/26/2001,1
2/13/2001,CO,99.4,0.6,0,0,0,0,2/13/2001,2/19/2001,1
2/6/2001,CO,99.28,0.72,0,0,0,0,2/6/2001,2/12/2001,1
1/30/2001,CO,96.73,3.27,0,0,0,0,1/30/2001,2/5/2001,1
1/23/2001,CO,96.61,3.39,0,0,0,0,1/23/2001,1/29/2001,1
1/16/2001,CO,96.08,3.92,0,0,0,0,1/16/2001,1/22/2001,1
1/9/2001,CO,96.08,3.92,0,0,0,0,1/9/2001,1/15/2001,1
1/2/2001,CO,96.07,3.93,0,0,0,0,1/2/2001,1/8/2001,1
12/26/2000,CO,96.07,3.93,0,0,0,0,12/26/2000,1/1/2001,1
12/19/2000,CO,96.06,3.94,0,0,0,0,12/19/2000,12/25/2000,1
12/12/2000,CO,86.07,13.93,0,0,0,0,12/12/2000,12/18/2000,1
12/5/2000,CO,84.1,15.9,0,0,0,0,12/5/2000,12/11/2000,1
11/28/2000,CO,74.66,25.34,0,0,0,0,11/28/2000,12/4/2000,1
11/21/2000,CO,74.66,25.34,0,0,0,0,11/21/2000,11/27/2000,1
11/14/2000,CO,74.88,25.12,0,0,0,0,11/14/2000,11/20/2000,1
11/7/2000,CO,46.66,53.34,0,0,0,0,11/7/2000,11/13/2000,1
10/31/2000,CO,8.93,91.07,26.26,0,0,0,10/31/2000,11/6/2000,1
10/24/2000,CO,0,100,33.92,0,0,0,10/24/2000,10/30/2000,1
10/17/2000,CO,30.29,69.71,15.99,1.48,0,0,10/17/2000,10/23/2000,1
10/10/2000,CO,34.31,65.69,12.14,1.6,0,0,10/10/2000,10/16/2000,1
10/3/2000,CO,34.54,65.46,12.14,1.78,0,0,10/3/2000,10/9/2000,1
9/26/2000,CO,29.37,70.63,9.9,1.69,0,0,9/26/2000,10/2/2000,1
9/19/2000,CO,29.64,70.36,11.93,4.47,0.23,0,9/19/2000,9/25/2000,1
9/12/2000,CO,32.35,67.65,11.93,4.31,0.23,0,9/12/2000,9/18/2000,1
9/5/2000,CO,32.35,67.65,10.36,2.27,0.05,0,9/5/2000,9/11/2000,1
8/29/2000,CO,33.71,66.29,20.11,2.28,0.05,0,8/29/2000,9/4/2000,1
8/22/2000,CO,37.42,62.58,20.46,2.28,0.04,0,8/22/2000,8/28/2000,1
8/15/2000,CO,7.08,92.92,23.81,2.49,0.04,0,8/15/2000,8/21/2000,1
8/8/2000,CO,5.45,94.55,21.73,2.36,0,0,8/8/2000,8/14/2000,1
8/1/2000,CO,7.31,92.69,23.34,2.19,0,0,8/1/2000,8/7/2000,1
7/25/2000,CO,7.31,92.69,22.31,2.19,0,0,7/25/2000,7/31/2000,1
7/18/2000,CO,3.14,96.86,26.38,3.1,0,0,7/18/2000,7/24/2000,1
7/11/2000,CO,0.6,99.4,39.8,3.31,0.02,0,7/11/2000,7/17/2000,1
7/4/2000,CO,0.68,99.32,12.01,3.47,0.02,0,7/4/2000,7/10/2000,1
6/27/2000,CO,0,100,6.17,1.55,0,0,6/27/2000,7/3/2000,1
6/20/2000,CO,0,100,2.12,0,0,0,6/20/2000,6/26/2000,1
6/13/2000,CO,20.86,79.14,0.46,0,0,0,6/13/2000,6/19/2000,1
6/6/2000,CO,77.21,22.79,0,0,0,0,6/6/2000,6/12/2000,1
5/30/2000,CO,98.31,1.69,0,0,0,0,5/30/2000,6/5/2000,1
5/23/2000,CO,99.75,0.25,0,0,0,0,5/23/2000,5/29/2000,1
5/16/2000,CO,99.57,0.43,0,0,0,0,5/16/2000,5/22/2000,1
5/9/2000,CO,99.61,0.39,0,0,0,0,5/9/2000,5/15/2000,1
5/2/2000,CO,99.61,0.39,0,0,0,0,5/2/2000,5/8/2000,1
4/25/2000,CO,97.49,2.51,0,0,0,0,4/25/2000,5/1/2000,1
4/18/2000,CO,95.29,4.71,0,0,0,0,4/18/2000,4/24/2000,1
4/11/2000,CO,99.41,0.59,0,0,0,0,4/11/2000,4/17/2000,1
4/4/2000,CO,99.41,0.59,0,0,0,0,4/4/2000,4/10/2000,1
3/28/2000,CO,98.42,1.58,0,0,0,0,3/28/2000,4/3/2000,1
3/21/2000,CO,97.06,2.94,0,0,0,0,3/21/2000,3/27/2000,1
3/14/2000,CO,96.57,3.43,0,0,0,0,3/14/2000,3/20/2000,1
3/7/2000,CO,93.52,6.48,0,0,0,0,3/7/2000,3/13/2000,1
2/29/2000,CO,92,8,1.2,0,0,0,2/29/2000,3/6/2000,1
2/22/2000,CO,93.06,6.94,0.09,0,0,0,2/22/2000,2/28/2000,1
2/15/2000,CO,81.43,18.57,0.09,0,0,0,2/15/2000,2/21/2000,1
2/8/2000,CO,73.87,26.13,0.09,0,0,0,2/8/2000,2/14/2000,1
2/1/2000,CO,69.33,30.67,0.09,0,0,0,2/1/2000,2/7/2000,1
1/25/2000,CO,43.98,56.02,0,0,0,0,1/25/2000,1/31/2000,1
1/18/2000,CO,44.6,55.4,0,0,0,0,1/18/2000,1/24/2000,1
1/11/2000,CO,61.24,38.76,0,0,0,0,1/11/2000,1/17/2000,1
1/4/2000,CO,96.81,3.19,0,0,0,0,1/4/2000,1/10/2000,1
