,LATITUDE,LONGITUDE,DISCOVERY_DATE
326325,37.6,-108.9507,2000-07-28
326334,38.685,-107.7881,2000-08-02
326345,37.9805,-108.5479,2000-08-06
326398,38.5214,-107.1395,2000-09-04
326433,38.4347,-108.9479,2001-06-29
326461,38.2703,-108.6582,2001-09-07
326467,38.6089,-106.9392,2002-04-03
326468,38.2305,-108.5979,2002-04-18
326485,38.615,-107.02,2002-06-23
326530,38.3517,-106.9478,2002-08-09
326567,38.1289,-108.5323,2003-06-09
326591,38.28042,-107.31375,2003-07-09
326599,38.3578,-106.7784,2003-07-14
326610,38.4369,-108.6123,2003-07-18
326616,38.0169,-108.4531,2003-07-19
326620,37.9947,-108.1929,2003-07-20
326665,38.1133,-108.3206,2004-05-24
326680,38.9314,-107.8534,2004-07-03
326681,38.3086,-107.9151,2004-07-03
326682,38.7058,-107.5411,2004-07-08
326722,38.408,-108.6087,2004-07-30
326772,38.143,-108.5773,2005-06-29
326776,38.1444,-108.2237,2005-07-16
326786,38.1753,-107.2801,2005-07-28
326794,38.6533,-107.8531,2005-08-21
326801,38.5803,-108.3359,2005-08-30
326802,38.253,-108.4165,2005-08-30
326863,38.8711,-107.6548,2006-07-30
326887,38.4917,-106.9411,2007-06-29
326891,38.2142,-108.4183,2007-07-06
326895,38.8303,-107.7289,2007-07-09
326921,38.8378,-108.29597,2008-06-22
326934,38.41617,-108.85369,2008-07-04
326937,38.24764,-108.75317,2008-07-08
326948,38.84844,-107.75581,2008-08-01
326956,38.135,-108.5358,2008-08-25
326960,38.88711,-107.73239,2008-09-24
326986,38.19892,-108.34117,2009-07-14
326987,38.52283,-108.74086,2009-07-17
326997,38.40061,-108.06931,2009-08-01
327092,37.2197,-108.2281,2003-07-17
327207,37.2228,-108.2997,2005-07-14
327210,37.6311,-108.9878,2005-07-15
327214,37.6575,-108.9033,2005-07-16
327227,37.3847,-108.463,2005-09-02
327251,37.5611,-108.6433,2006-06-28
327302,37.5717,-109.0305,2006-07-24
327358,37.3994,-108.8047,2007-07-09
327376,37.3136,-108.2583,2007-08-21
327391,37.1592,-108.818,2008-07-02
327403,37.23344,-108.21683,2008-07-19
327409,37.6175,-108.8578,2008-07-30
327433,37.528094,-109.041487,2009-08-02
351381,38.03714,-103.42128,2002-03-23
351384,38.511,-107.59478,2003-10-22
351447,40.6834,-108.67195,2001-07-25
351474,40.62303,-108.95735,2001-09-04
351479,40.44566,-108.72367,2002-06-27
351480,40.0853,-108.7808,2002-07-10
351514,40.51674,-108.76483,2003-07-21
351524,40.14858,-108.74084,2003-08-14
351538,40.5608,-108.9439,2004-07-22
351563,40.0725,-108.8662,2007-06-20
351571,40.12606,-108.74305,2007-07-30
351575,40.1722,-108.9451,2007-09-17
351591,39.86478,-109.03572,2009-07-22
351592,40.2394,-108.2493,2009-07-25
351600,40.1591,-108.9496,2009-08-07
351602,39.8514,-108.7295,2009-08-16
351610,38.9044,-105.266097,2009-03-03
351611,37.665,-105.5764,2000-04-18
351613,37.6637,-105.64154,2007-06-06
351615,37.691,-105.56757,2008-08-04
351616,37.672,-105.58757,2008-08-04
351630,37.3067,-108.3895,2000-07-20
351650,37.2997,-108.2715,2001-06-08
351651,37.1983,-108.7307,2001-06-24
351717,37.1833,-108.4173,2002-07-29
351742,37.1861,-108.4218,2003-07-15
351743,37.1678,-108.4515,2003-07-15
351744,37.2003,-108.4779,2003-07-15
351815,37.6728,-108.8807,2004-08-03
351846,37.2261,-108.5267,2006-07-17
351879,37.1814,-108.4561,2008-07-29
363804,39.8658,-104.7954,2000-08-03
364910,37.4236,-105.7766,2001-08-01
364911,37.39444444,-105.7764,2001-07-03
364912,40.6459,-108.9584,2001-07-17
365920,40.79972222,-108.93638889,2002-07-05
365922,39.913503,-105.2004,2002-02-24
370677,39.9106,-105.1683,2006-04-02
370680,39.83916667,-104.80583333,2006-05-25
371933,37.91666667,-105.74944444,2007-07-13
371934,37.49583333,-106.10861111,2007-04-04
392276,40.76479937,-105.00299776,2003-07-22
392282,40.88660192,-103.79591742,2003-06-01
392325,40.61252737,-105.2232045,2003-07-26
392564,37.18151668,-104.3980704,2003-06-26
392594,37.89641366,-107.84571381,2003-07-10
392622,40.42068685,-107.75172548,2003-10-24
392681,37.46727524,-102.62966569,2003-08-25
392682,37.46429016,-102.62660995,2003-09-21
392705,38.16875392,-102.88129012,2003-04-10
392717,37.28419166,-102.55095266,2003-09-20
392720,38.16298894,-102.88046093,2003-11-03
392734,37.23808844,-102.58432354,2003-10-03
392738,37.23952769,-102.59652582,2003-09-10
392748,38.68289505,-102.91756144,2003-08-29
392765,38.02504985,-103.68789755,2003-10-31
392766,37.22367184,-104.36527349,2003-08-08
392779,38.04024085,-102.58755884,2003-08-22
392784,38.70144695,-103.12400055,2003-10-10
392785,38.04262205,-102.54555889,2003-10-05
392791,38.0335457,-103.67958894,2003-10-20
392799,38.82452365,-103.00061753,2003-08-07
392802,38.06462732,-103.70396166,2003-12-14
392804,38.06169323,-102.56049568,2003-10-12
392810,38.03390327,-102.58208552,2003-10-25
392812,38.05026591,-102.60159948,2003-08-25
392813,38.02031895,-102.71243568,2003-10-15
392814,38.06825167,-102.630712,2003-10-15
392815,38.05943965,-102.54558886,2003-07-19
392816,38.06317943,-102.56523795,2003-10-29
392834,39.39438485,-104.94132076,2003-10-29
392838,40.15658323,-103.19059332,2003-07-12
392910,40.73635169,-105.31772081,2004-03-04
392914,40.43100958,-102.31166347,2004-03-22
392915,40.48232665,-102.31879285,2004-03-22
392916,40.49079466,-102.30550125,2004-03-22
392917,40.53972113,-102.31540765,2004-02-22
392918,40.55408825,-102.30837945,2004-02-22
392963,39.65792885,-107.04225795,2004-05-09
392972,38.09086518,-103.49049799,2004-04-15
392976,37.73825913,-103.48510295,2004-06-10
392977,37.99650695,-103.47784141,2004-06-15
392978,37.71093736,-103.50367542,2004-06-07
392996,37.70545823,-103.50893263,2004-06-07
393002,37.1143557,-104.74081245,2004-04-20
393036,38.28139998,-107.56999998,2004-03-09
393051,38.83201751,-105.17086366,2004-03-21
393064,39.03357936,-104.18305139,2004-03-26
393127,40.0,-105.0,2008-03-29
393169,39.61,-104.7,2008-07-04
393200,38.41,-104.39,2008-06-03
393211,37.14,-108.14,2008-07-19
393212,37.14,-108.14,2008-07-20
393232,37.0,-105.0,2008-04-30
393239,38.43,-107.9,2008-03-22
393361,40.1594733,-103.22554713,2005-09-05
393363,39.33704475,-108.21755105,2005-03-19
393377,39.22013583,-108.226445,2005-07-13
393456,38.36531125,-105.76592729,2005-04-01
393506,37.55519041,-106.14646865,2005-04-03
393578,38.12455739,-102.60691522,2005-07-20
393580,38.13576087,-102.58304339,2005-07-21
393645,38.05887583,-102.59517906,2005-05-07
393679,38.15136367,-102.62442616,2005-07-20
393687,37.4962278,-102.06746073,2005-07-24
393702,37.07249917,-102.59821599,2005-03-30
393708,38.14204479,-102.58383417,2005-07-20
393709,38.12047743,-102.62452593,2005-07-21
393711,38.6568877,-102.64774894,2005-02-26
393712,38.10888233,-102.60011292,2005-06-27
393723,38.0776268,-102.47731126,2005-03-05
393724,38.14136029,-102.58023964,2005-06-23
393734,38.11640161,-102.60898817,2005-07-20
393738,38.64864111,-102.85795653,2005-07-24
393744,38.64570565,-102.83343209,2005-02-25
393753,38.06332144,-102.60949862,2005-09-27
393755,38.15848228,-102.57232245,2005-07-20
393760,38.77332115,-102.84194341,2005-03-27
393761,38.74792921,-103.14300856,2005-07-20
393763,38.0464813,-102.59154313,2005-07-20
393765,38.09375692,-102.14113857,2005-10-16
393766,38.01767126,-102.36946787,2005-07-24
393805,39.00155357,-105.27796797,2005-05-24
393882,38.83100886,-104.7472682,2005-07-02
393906,38.31581,-107.55380001,2005-03-16
393945,38.86551075,-102.79251691,2005-04-11
393965,38.11860153,-103.40155006,2005-09-18
393974,37.3003051,-102.755543,2005-07-24
393978,38.13637583,-102.54619593,2005-08-02
393986,38.06451704,-103.5769266,2005-07-18
393998,37.09025493,-102.54868118,2005-04-27
394001,38.10289406,-102.9616815,2005-04-23
394015,38.08489891,-102.61726029,2005-06-24
394020,38.08374465,-102.30067519,2005-09-10
394021,38.16312863,-102.55562635,2005-10-16
394024,38.11144667,-102.58764577,2005-09-27
394027,37.37857894,-103.71613534,2005-08-08
394029,37.4056131,-104.79768886,2005-05-25
394031,37.88590505,-104.71036338,2005-07-08
394033,37.59844277,-104.18742468,2005-08-22
394038,40.37902702,-103.05685826,2005-08-11
394039,40.22761408,-103.20848164,2005-08-24
394043,40.20912986,-103.18538569,2005-07-08
394069,37.16811259,-102.54693314,2005-11-01
394075,37.5911316,-102.25008805,2005-09-14
394084,38.15531996,-102.62718392,2005-07-03
394114,38.12931998,-107.54290002,2005-04-09
394119,37.22529672,-102.13007685,2005-06-24
394135,37.79322198,-103.78547526,2005-07-09
394138,37.44391426,-104.26505931,2005-09-26
394158,37.88031766,-103.84714028,2005-09-18
394159,38.06639512,-103.69763914,2005-12-29
394162,38.55357164,-102.77076579,2005-11-21
1059371,40.995,-103.94222222,2005-03-11
1059646,38.26444444,-105.77694444,2007-09-14
1059663,40.28416667,-107.40833333,2008-10-02
1060042,37.53638889,-103.70638889,2000-06-22
1060620,38.07777778,-108.31527778,2001-06-09
1061206,39.76833333,-105.56861111,2002-06-06
1061363,38.07222222,-108.34944444,2002-07-09
1061691,37.28694444,-103.16861111,2002-04-25
1061692,37.21777778,-103.16861111,2002-04-25
1061951,40.43083333,-105.25916667,2003-05-30
1062370,40.12694444,-105.39777778,2003-10-30
1062492,40.67166667,-105.23,2004-03-30
1064463,40.215,-108.8476,2000-05-05
1065040,38.75,-109.0507,2001-06-10
1065664,38.656389,-104.750278,2009-03-03
1065685,40.098611,-105.098611,2009-01-07
1065693,38.461667,-104.808889,2009-01-21
1065910,38.769167,-105.358611,2008-06-24
1065932,38.225,-103.758333,2008-04-15
1065945,38.688611,-104.774444,2008-07-15
1065947,38.593889,-104.909722,2008-04-15
1066079,40.568889,-103.205556,2006-07-15
1066099,37.391667,-104.821111,2006-01-06
1066107,37.555556,-105.320833,2006-06-18
1066166,40.273889,-103.503889,2004-08-31
1066252,37.044167,-104.993333,2002-06-02
1066262,38.716667,-103.783333,2002-05-31
1066263,38.620278,-102.720833,2002-05-31
1066264,38.683333,-104.233333,2002-05-31
1066279,39.75,-105.466667,2002-06-28
1066283,38.650278,-104.828333,2002-07-24
1066285,39.968889,-105.266667,2002-08-14
1066313,38.55,-104.6,2002-05-03
1066314,38.683333,-104.533333,2002-05-06
1176967,37.6077778,-108.526944,2010-06-16
1177974,37.9925,-108.286111,2010-06-15
1178530,38.1158333,-108.196667,2010-05-22
1179164,37.3733333,-107.735,2010-06-16
1180918,37.3897222,-107.255833,2010-07-04
1181209,40.1944444,-107.334444,2010-09-21
1181775,37.3722222,-102.960556,2010-08-31
1181822,39.1080556,-105.458889,2010-09-24
1182333,39.7597222,-107.562222,2010-06-28
1182381,39.9391667,-105.956111,2010-10-03
1182623,40.6502778,-104.359444,2010-11-07
1182640,40.9583333,-106.152222,2010-08-12
1182655,40.8202778,-104.5975,2010-11-07
1182815,40.6975,-104.4675,2010-10-16
1216176,38.47742,-105.37,2010-06-21
1216186,40.03919,-105.39331,2010-09-06
1216193,40.253,-106.3542,2010-04-21
1216198,39.9953,-106.5,2010-05-21
1216230,40.6147,-108.6459,2010-06-26
1216237,40.3269,-108.6173,2010-07-03
1216247,40.2833,-108.3934,2010-07-08
1216254,40.2444,-108.4147,2010-07-09
1216261,40.1869,-108.2195,2010-07-15
1216262,39.6975,-108.8273,2010-07-16
1216264,40.2297,-108.4015,2010-07-19
1216265,40.6422,-107.8995,2010-07-19
1216270,40.5494,-108.6018,2010-07-20
1216272,40.6275,-108.5929,2010-07-20
1216299,40.553,-108.3437,2010-07-23
1216307,40.2722,-108.1287,2010-07-28
1216322,40.72311,-107.94791,2010-08-03
1216332,40.6555,-107.9859,2010-08-06
1216356,40.6831,-108.0619,2010-08-18
1216360,40.3144,-108.1204,2010-08-26
1216372,40.5956,-108.3172,2010-09-20
1216373,40.0161,-108.6959,2010-09-20
1216376,40.6402,-108.8354,2010-09-28
1216383,40.0533,-106.1442,2010-10-16
1216385,39.3564,-108.743,2009-04-02
1216397,38.9361,-108.3422,2010-03-30
1216432,39.6003,-107.9417,2010-06-19
1216438,39.2214,-108.5247,2010-06-27
1216465,39.613,-108.5578,2010-07-16
1216508,39.4605,-108.66,2010-08-12
1216513,39.5075,-108.7628,2010-08-15
1216532,39.3133,-108.398,2010-09-02
1216548,38.5744,-108.7428,2010-09-20
1216563,38.1942,-107.0592,2010-05-21
1216564,38.5383,-108.06,2010-05-28
1216572,38.3308,-108.583297,2010-06-27
1216586,38.33397,-107.71353,2010-08-12
1216588,38.3635,-109.03986,2010-08-12
1219113,40.4739,-108.7904,2010-07-02
1219137,40.50957,-108.938544,2010-08-22
1219148,37.8064,-105.5058,2010-06-06
1219157,40.4625,-105.5572,2010-06-24
1219160,40.316842,-105.848444,2010-09-18
1230497,38.609,-104.8081,2010-12-01
1230499,38.7761,-105.1865,2010-12-03
1230521,38.663,-104.908,2010-06-21
1230523,38.4309,-105.0077,2010-11-18
1230530,38.8295,-104.5141,2010-03-12
1230534,38.5874,-104.4432,2010-06-23
1230537,38.814,-104.6199,2010-07-14
1230542,38.9728,-104.5289,2010-03-31
1230606,39.7518,-104.4482,2010-06-30
1230612,39.7518,-104.4482,2010-08-18
1230729,39.7527,-104.3292,2010-06-30
1230732,39.7527,-104.3292,2010-08-25
1230736,39.7527,-104.3292,2010-10-30
1230810,39.9599,-104.9099,2010-09-04
1230814,39.9599,-104.9099,2010-09-08
1230865,37.4735,-105.8652,2010-03-07
1230880,37.4735,-105.8652,2010-05-07
1230896,37.649,-105.6986,2010-04-09
1230900,37.4735,-105.8652,2010-05-22
1230971,40.001,-105.0982,2010-03-17
1230986,40.1607,-104.9644,2010-04-11
1231064,40.1649,-105.1356,2010-07-27
1231083,39.665,-104.136,2010-10-16
1231084,39.3899,-104.8605,2010-10-23
1231085,39.665,-104.136,2010-10-28
1231086,39.665,-104.136,2010-11-15
1231087,39.665,-104.136,2010-11-28
1231330,38.6998,-106.1412,2010-04-08
1231370,40.053,-103.2055,2010-07-06
1231372,39.6874,-102.8786,2010-05-29
1231379,40.2084,-102.9614,2010-10-31
1231380,40.6192,-104.7016,2010-03-13
1231381,40.6192,-104.7016,2010-03-17
1231384,40.6192,-104.7016,2010-04-03
1231388,40.6192,-104.7016,2010-09-05
1231389,40.5233,-104.6889,2010-03-31
1231470,40.1607,-104.9644,2010-06-16
1231526,40.0759,-104.6418,2010-03-30
1231542,40.0759,-104.6418,2010-07-24
1231570,40.8496,-104.8594,2010-03-15
1231571,40.8496,-104.8594,2010-03-22
1231574,40.6406,-104.7594,2010-07-03
1231580,40.7513,-104.74,2010-07-17
1231581,40.7513,-104.74,2010-07-26
1231584,40.7513,-104.74,2010-09-04
1231585,40.7513,-104.74,2010-09-13
1231586,40.7513,-104.74,2010-09-20
1231588,40.7513,-104.74,2010-09-29
1231589,40.8496,-104.8594,2010-11-07
1231594,40.3436,-104.5282,2010-03-29
1231597,40.3436,-104.5282,2010-04-03
1231598,40.3436,-104.5282,2010-04-08
1231602,40.3436,-104.5282,2010-04-15
1231604,40.3436,-104.5282,2010-04-19
1231613,40.3436,-104.5282,2010-08-15
1231617,40.3436,-104.5282,2010-09-20
1231618,40.3436,-104.5282,2010-09-20
1231619,40.3436,-104.5282,2010-09-23
1231661,40.4807,-104.9022,2010-03-22
1231672,40.5036,-104.6236,2010-07-02
1231675,40.4807,-104.9022,2010-07-13
1231683,40.0326,-102.2129,2010-11-03
1231694,40.132,-102.6939,2010-06-24
1231701,40.132,-102.6939,2010-09-05
1231704,40.132,-102.6939,2010-10-31
1231707,40.132,-102.6939,2010-11-15
1231712,40.0326,-102.2129,2010-03-22
1231714,40.0326,-102.2129,2010-09-20
1231717,39.6874,-102.2457,2010-10-16
1231718,39.6874,-102.2457,2010-11-03
1231737,39.7771,-104.7564,2010-03-18
1231816,38.8509,-102.3817,2010-04-30
1231820,38.8509,-102.3817,2010-10-16
1231827,38.8026,-102.774,2010-03-06
1231828,38.8026,-102.774,2010-04-02
1231829,38.8026,-102.774,2010-05-02
1231831,38.48,-102.781,2010-08-06
1231832,38.8026,-102.774,2010-09-20
1231837,38.8026,-102.774,2010-11-25
1231847,37.1726,-105.9339,2010-03-29
1231867,38.2374,-103.7824,2010-10-30
1231886,38.8186,-107.748,2010-03-25
1231889,38.8186,-107.748,2010-04-18
1231952,39.256,-105.226,2010-09-15
1232040,39.6478,-106.8376,2010-07-18
1232047,37.2381,-103.1642,2010-08-31
1232062,37.3959,-102.6203,2010-08-31
1232064,39.3268,-104.45,2010-08-27
1232095,37.6935,-102.3537,2010-06-21
1232096,37.6935,-102.3537,2010-09-27
1232097,37.6935,-102.3537,2010-10-08
1232098,37.6935,-102.3537,2010-10-30
1232101,37.3497,-102.2589,2010-06-22
1232106,37.3883,-102.4366,2010-11-21
1232116,37.3497,-102.2589,2010-06-22
1232118,37.3497,-102.2589,2010-07-02
1232119,37.3883,-102.4366,2010-07-04
1232120,37.3883,-102.4366,2010-07-21
1232122,37.3497,-102.2589,2010-08-27
1232126,38.1327,-102.8714,2010-03-13
1232144,38.0465,-103.2082,2010-03-22
1232152,38.0465,-103.2082,2010-05-03
1359928,40.013056,-105.308611,2010-10-29
1359929,39.6475,-105.181389,2010-08-02
1359930,39.514722,-105.138333,2010-10-08
1359931,40.371667,-105.236389,2010-09-12
1359932,40.871667,-105.251944,2010-08-22
1360212,38.831944,-105.375278,2003-07-08
1360315,40.338056,-105.201667,2006-01-08
1360316,39.412222,-105.383056,2006-05-28
1360317,39.322778,-104.781389,2006-03-18
1360318,37.866667,-106.356944,2006-06-23
1360474,37.711111,-108.638333,2005-09-11
1360562,40.048611,-105.291667,2002-07-19
1360563,37.609167,-103.724722,2002-06-02
1360564,37.206389,-108.256667,2002-05-20
1360606,39.95,-107.95,2000-08-10
1360607,37.5,-103.73333333,2000-05-30
1360608,38.45,-104.85,2000-06-07
1360609,40.6,-105.3,2000-04-26
1360610,37.0,-104.66666666,2000-08-09
1360611,37.06666666,-104.86666666,2000-05-26
1360612,37.63333333,-103.6,2000-05-29
1360725,37.56666666,-103.95,2001-06-30
1360726,39.95,-106.55,2001-06-30
1360745,37.23333333,-105.01666666,2001-04-08
1360746,37.23333333,-105.01666666,2001-04-19
1360749,37.63333333,-108.46666666,2001-07-12
1360759,37.6,-108.41666666,2001-10-14
1360760,40.73333333,-105.15,2001-10-31
1457962,38.26583333,-108.325,2011-06-30
1457963,38.55944444,-107.06638889,2011-06-30
1457972,38.30472222,-108.28777778,2011-07-19
1457973,38.96666667,-108.21194444,2011-07-24
1457976,38.25222222,-108.20805556,2011-08-03
1458060,38.16583333,-106.15972222,2011-06-16
1458069,40.53722222,-105.38111111,2011-04-01
1458070,40.11138889,-105.31416667,2011-06-26
1458073,40.69416667,-104.46666667,2011-02-13
1458078,40.11,-105.32861111,2011-03-11
1458079,40.70527778,-105.29666667,2011-03-14
1458083,40.68361111,-104.52388889,2011-05-06
1458085,40.68833333,-104.46722222,2011-05-08
1458095,40.1975,-105.35222222,2011-06-29
1458127,40.685,-104.52833333,2011-09-05
1458129,40.09472222,-105.39416667,2011-09-12
1458134,40.67611111,-104.50611111,2011-10-22
1458155,37.84472222,-103.73722222,2011-02-19
1458163,39.08,-105.07,2011-03-20
1458172,38.18444444,-105.11861111,2011-04-27
1458173,37.74027778,-103.87055556,2011-05-07
1458188,38.96861111,-105.46083333,2011-06-05
1458189,37.59583333,-103.65111111,2011-06-07
1458192,39.40194444,-105.74222222,2011-06-08
1458197,38.2575,-105.66611111,2011-06-12
1458211,37.28638889,-103.20111111,2011-06-24
1458253,37.27805556,-103.26527778,2011-07-20
1458256,37.66166667,-103.55277778,2011-07-24
1458267,37.1725,-102.7275,2011-08-04
1458273,39.04694444,-104.91972222,2011-08-19
1458278,37.06833333,-102.35222222,2011-08-28
1458281,37.26611111,-102.56,2011-08-31
1458293,37.63861111,-108.72055556,2011-04-02
1458296,37.56333333,-108.47138889,2011-05-10
1458350,37.825,-108.57888889,2011-08-08
1458354,37.87305556,-108.795,2011-08-17
1458359,37.73333333,-108.70611111,2011-08-23
1458401,39.59833333,-105.97416667,2011-06-02
1464893,37.0864,-107.348,2011-08-05
1464901,37.096594,-107.472593,2011-08-24
1464928,37.180394,-108.732992,2011-05-02
1464936,37.15316,-108.97991,2011-05-30
1466695,38.673223,-105.315819,2011-06-18
1466705,38.54708,-105.49133,2011-07-19
1466743,40.2055,-108.5454,2011-07-03
1466767,40.2969,-108.4118,2011-08-10
1466770,40.5794,-107.6103,2011-08-08
1466771,40.5272,-108.5279,2011-08-16
1466776,40.6086,-108.1798,2011-08-19
1466781,39.9028,-108.4861,2011-08-20
1466790,40.7397,-108.6982,2011-08-26
1466796,40.7236,-108.921,2011-08-26
1466797,40.6227,-108.1073,2011-08-30
1466805,40.2808,-108.4023,2011-09-01
1466828,40.9611,-107.5834,2011-10-02
1466830,39.1797,-108.6133,2011-03-03
1466845,39.1783,-108.9389,2011-06-06
1466853,39.2917,-108.2458,2011-06-12
1466926,39.2514,-108.4455,2011-08-07
1466945,39.4908,-108.8394,2011-08-25
1466979,39.3461,-106.9786,2011-10-02
1466988,38.72003,-107.78183,2011-07-01
1467006,38.1833,-108.6106,2011-07-07
1467071,37.0741,-106.1753,2011-07-10
1469828,36.9986,-104.2592,2011-05-31
1471226,39.54293,-105.09949,2011-09-28
1522014,37.7025,-103.351667,2011-06-03
1522015,39.4,-104.729722,2011-03-24
1522016,38.536667,-104.727778,2011-06-29
1522017,39.761944,-105.263333,2011-03-20
1522018,38.745278,-103.655,2011-03-24
1522019,37.211667,-104.020833,2011-05-30
1522020,37.472222,-103.468611,2011-06-07
1522056,37.566667,-103.8375,2011-06-05
1564914,39.10833333,-107.49194444,2012-04-08
1564920,38.87666667,-106.89972222,2012-04-07
1564928,38.54305556,-107.28611111,2012-08-10
1564934,38.60555556,-108.50694444,2012-05-11
1565144,40.725,-105.26805556,2012-05-14
1565147,40.58944444,-105.40361111,2012-06-09
1565149,40.47722222,-105.37277778,2012-03-26
1565155,40.64861111,-104.41305556,2012-09-08
1565162,40.67916667,-104.50666667,2012-03-24
1565174,40.67388889,-104.50861111,2012-03-03
1565180,40.6825,-104.4525,2012-03-03
1565188,40.68111111,-104.50722222,2012-09-08
1565192,40.73277778,-104.45722222,2012-06-17
1565202,40.94555556,-106.09444444,2012-08-27
1565204,40.68472222,-104.55638889,2012-01-29
1565209,40.63916667,-104.4875,2012-03-01
1565224,40.97666667,-106.79972222,2012-08-18
1565234,39.10166667,-105.54861111,2012-06-10
1565241,37.17027778,-102.66055556,2012-08-03
1565247,39.325,-105.70805556,2012-06-16
1565262,39.15277778,-105.11055556,2012-06-24
1565268,38.88333333,-104.93333333,2012-06-23
1565272,38.99861111,-105.39027778,2012-06-13
1565284,38.945,-105.43611111,2012-06-17
1565294,38.11361111,-105.07611111,2012-08-08
1565299,39.31027778,-106.19111111,2012-06-23
1565330,39.43583333,-105.21694444,2012-03-26
1565358,37.41055556,-107.57944444,2012-10-16
1565365,37.4025,-107.24333333,2012-05-14
1565377,37.33277778,-106.88361111,2012-11-04
1565400,37.16138889,-107.28638889,2012-06-25
1565428,37.61638889,-107.72166667,2012-10-06
1565445,37.15972222,-106.85527778,2012-10-05
1565455,37.37638889,-106.89027778,2012-04-09
1566952,38.44583333,-109.00611111,2012-06-16
1573019,38.2069,-105.0986,2012-10-23
1573030,39.9269,-107.8378,2012-07-05
1573048,40.3917,-108.1886,2012-07-10
1573054,40.6861,-108.8342,2012-07-21
1573056,40.7103,-108.8411,2012-07-21
1573063,40.6872,-108.7183,2012-07-21
1573071,40.5964,-107.7697,2012-07-14
1573076,40.93477,-107.88493,2012-07-13
1573082,39.6225,-108.7211,2012-07-18
1573083,40.56058,-107.31464,2012-07-18
1573084,40.0914,-108.0567,2012-07-19
1573086,39.9692,-108.5497,2012-07-20
1573091,39.7525,-108.275,2012-07-28
1573096,40.62756,-107.95381,2012-07-23
1573098,40.7067,-107.5356,2012-07-23
1573111,40.47119,-107.88622,2012-07-24
1573113,40.4144,-108.0283,2012-07-23
1573122,40.1831,-108.7783,2012-07-27
1573125,40.4589,-107.2111,2012-08-06
1573137,40.025,-108.2133,2012-08-02
1573138,40.2853,-108.395,2012-08-03
1573140,40.2492,-108.4431,2012-08-03
1573145,39.7581,-108.5914,2012-08-08
1573150,40.57808,-108.65242,2012-08-10
1573164,40.0636,-108.4869,2012-08-30
1573185,40.2528,-108.5842,2012-09-17
1573194,40.2061,-107.43317,2012-04-04
1573196,40.9247,-107.3494,2012-04-09
1573197,39.8608,-108.6692,2012-04-10
1573210,40.9017,-108.3347,2012-06-04
1573214,40.0015,-107.5061,2012-06-19
1573219,40.5536,-107.0025,2012-11-04
1573233,40.39906,-108.30625,2012-08-11
1573240,39.5117,-108.5114,2012-07-04
1573246,39.165194,-108.085392,2012-07-10
1573251,39.0858,-109.0222,2012-07-21
1573258,38.7528,-108.8711,2012-07-22
1573259,39.0978,-108.9222,2012-07-21
1573300,39.66049,-108.3919,2012-08-08
1573326,39.6814,-107.9172,2012-10-03
1573333,38.7844,-108.6833,2012-03-27
1573380,39.2358,-108.388,2012-06-27
1573405,38.5903,-106.7547,2012-08-01
1573423,38.4339,-106.6325,2012-03-24
1573424,38.6122,-106.9347,2012-04-06
1573425,38.3975,-107.385,2012-04-06
1573433,38.4358,-108.9889,2012-05-25
1573434,38.93864,-107.90603,2012-06-08
1573457,37.0522,-104.3925,2012-08-27
1573458,39.8317,-107.5933,2012-09-20
1573524,37.659297,-108.905392,2012-09-04
1573526,37.420744,-108.517467,2012-10-24
1573527,37.257703,-108.227203,2012-10-17
1573531,37.32949,-108.8553,2012-04-10
1573536,37.2708,-108.3025,2012-06-22
1573538,37.3125,-107.9472,2012-06-27
1573547,37.0186,-107.1917,2012-06-19
1573548,37.0339,-107.8903,2012-06-23
1573560,37.125,-107.52059,2012-06-28
1573581,37.183491,-107.88339,2012-07-22
1573589,37.048394,-108.222187,2012-07-25
1573594,37.067791,-107.14189,2012-08-09
1573600,37.0894,-107.098,2012-08-19
1573638,37.275694,-108.562887,2012-06-26
1573672,37.220694,-108.379589,2012-08-18
1583148,37.43722222,-105.75277778,2012-09-24
1634986,40.016667,-102.455556,2012-03-18
1634987,40.306944,-107.075,2012-04-10
1634988,39.740833,-103.591667,2012-06-25
1634990,40.820556,-105.450833,2012-06-04
1634993,40.522778,-107.747778,2012-06-19
1634998,39.967778,-105.3175,2012-06-26
1635482,37.63333333,-107.00027778,2013-05-31
1635858,38.49111111,-109.03055556,2013-07-07
1635866,39.03916667,-105.47388889,2013-03-30
1637233,38.23333333,-106.46694444,2013-06-20
1637364,37.43,-106.82583333,2013-06-13
1638559,40.67805556,-104.50972222,2013-02-17
1640421,40.13305556,-107.61638889,2013-07-04
1640856,37.68333333,-107.16666667,2013-06-19
1640929,39.425,-105.23,2013-06-18
1641017,37.06666667,-102.5,2013-06-04
1641301,40.9375,-106.05527778,2013-06-02
1641562,38.38944444,-105.98277778,2013-06-08
1641693,37.4625,-106.94388889,2013-06-05
1642016,38.19861111,-107.49166667,2013-06-15
1642200,38.60361111,-108.74555556,2013-08-16
1644493,38.4539,-105.3503,2013-06-11
1644496,37.432225,-104.926517,2013-06-19
1644497,38.5022,-105.6176,2013-06-19
1644514,40.6364,-107.4067,2013-09-08
1644541,40.4,-108.5075,2013-06-18
1644545,39.8714,-108.4131,2013-06-19
1644546,39.7583,-108.8708,2013-06-19
1644547,39.8408,-108.1831,2013-06-20
